song_id,track_id,danceability,title,song_hotttnesss,artist_name
SOBBUGU12A8C13E95D,TRAACER128F4290F96,0.0,Setting Fire to Sleeping Giants,0.66652784622970229,The Dillinger Escape Plan
SOBLGCN12AB0183212,TRAACFV128F935E50B,0.0,James (Hold The Ladder Steady),0.49529362129216348,SUE THOMPSON
SOPSWQW12A6D4F8781,TRAACHN128F1489601,0.0,Made Like This (Live),0.37598430150044215,Five Bolt Main
SOZQDIU12A58A7BCF6,TRAACIW12903CC0F6D,0.0,Superconfidential,nan,Clp
SONYPOM12A8C13B2D7,TRAACLV128F427E123,0.0,I Think My Wife Is Running Around On Me (Taco Hell),nan,Tim Wilson
SOBZBAZ12A6D4F8742,TRAACNS128F14A2DF5,0.0,Spanish Grease,nan,Willie Bobo
SOVYKGO12AB0187199,TRAACOW128F933E35F,0.0,Crazy Mixed Up World,0.0,Faye Adams
SOGNCJP12A58A80271,TRAACPE128F421C1B9,0.0,Do You Finally Need A Friend,0.41373983586010971,Terry Callier
SOLLHMX12AB01846DC,TRAACQT128F9331780,0.0,The Emperor Falls,0.3775316449767025,John Wesley
SOYTPEP12AB0180E7B,TRAACSL128F93462F4,0.0,Twist and Shout,0.4432913119053975,The Shangri-Las
SOGXHEG12AB018653E,TRAACTB12903CAAF15,0.0,It Makes No Difference Now,0.0,Billie Jo Spears
SOOLYAZ12A6701F4A6,TRAACVS128E078BE39,0.0,Laws Patrolling (Album Version),nan,Mike Jones (Featuring CJ_ Mello & Lil' Bran)
SOGOSOV12AF72A285E,TRAACZK128F4243829,0.0,¿Dónde va Chichi?,nan,Sierra Maestra
SOJXVAH12A8C139700,TRAADDS128F425C68B,0.0,"Barking Dogs (From ""Piouhgd"")",0.59394307590194695,Butthole Surfers
SOVXMTN12A8C135A18,TRAADED128F42741FD,0.0,OUTE ENA EFHARISTO,nan,Despina Vandi
SORSECL12AB0182267,TRAADEV128F9348C0A,0.0,Midnight Swim,0.39439485610058261,Javier Navarrete
SOOGFBZ12AC3DF7FF2,TRAADHS12903CE70A9,0.0,In A Subtle Way,0.0,Jacob Young
SOMSBGZ12AB018C4CB,TRAADIV12903CB15C1,0.0,Spin,0.45099231163625503,Scarlet's Remains
SONYRZV12AB018AF70,TRAADLH12903CA70EE,0.0,Burning In The Aftermath,0.52878248094258773,The Suicide Machines
SONQBUB12A6D4F8ED0,TRAADLN128F14832E9,0.0,Angie (1993 Digital Remaster),0.8344926198909054,The Rolling Stones
SOHGKJW12AC468A8BD,TRAADLR12903CF8D7E,0.0,Sabor Guajiro,0.0,Roberto Torres
SOINBCU12A6D4F94C0,TRAADLX128F1469250,0.0,Human Cannonball,0.51011931403303468,Loudon Wainwright III
SOTWVQT12A58A79650,TRAADMH128F9343E59,0.0,Glory Be,0.48213758506501503,R.L. Burnside
SOTSEJY12AB0180F56,TRAADNA128F9331246,0.0,Crossfire,nan,Stevie Ray Vaughan
SOTSETT12AB01863B8,TRAADOF12903CAA1C1,0.0,I Can't Be Satisfied,nan,John Hammond
SOTUNMH12A6D4FA3E6,TRAADQX128F422B4CF,0.0,Nashville Parthenon,0.78589228838835379,Casiotone For The Painfully Alone
SOEPPKB12AB018418B,TRAADRN128F932D607,0.0,Cocain Ducks,nan,Ec8or
SOGKIWV12A6D4F86C4,TRAADVH128EF34DE7A,0.0,Human Being,0.5616924111789523,The New York Dolls
SOPHYIS12AAF3B35A3,TRAADYB128F92D7E73,0.0,The More I See You,0.43483809026085618,Eliane Elias
SOFHBAR12A6701D0FE,TRAADYI128E078FB38,0.0,Certain Things We Do,0.40511572169138649,Lost Boyz
SOCPRKM12AB018A2FD,TRAAEAM128F934B199,0.0,Forming,nan,The Germs
SOFGHAM12AB0186412,TRAAEDJ12903CCE390,0.0,Mafuá,nan,Yamandu Costa
SODHVES12A6701CE6B,TRAAEEH128E0795DFE,0.0,Driving Home For Christmas,0.76772774837339697,Chris Rea
SOXIATP12AAF3B2184,TRAAELO128F9302DD1,0.0,Spooks In Space,0.43483809026085618,Perrey And Kingsley
SOGNQWU12A8AE4868F,TRAAEMJ128F425A917,0.0,Tous Les Garçons Et Les Filles,0.38293509007501925,Eurythmics
SOYQOFI12A6D4F76E1,TRAAENC128F1451DE9,0.0,Too Much Saturn,0.61047425777152453,Francis Dunnery
SOVOLGY12A6D4F822B,TRAAENP128F147BF32,0.0,Movement 4 [from Kiss] (Album Version),0.22655531395553141,John Cale
SOMZCVH12AB0182B8E,TRAAEOU128F9309DE0,0.0,Stream,0.41598311828845852,Suzanne Ciani
SONXJBL12AAF3B2C0C,TRAAERU128F930674F,0.0,Make Me Over,nan,Vickie Winans
SOYWZTU12AB0180E26,TRAAEUB12903CDD3EA,0.0,Deform (live),0.0,The Berzerker
SOLGHDZ12AB0183B11,TRAAEWG128F930B3A4,0.0,Wicker Chair,0.68594022669768517,Kings Of Leon
SOTNTNJ12AAA15FBD6,TRAAEXM128F92D47C8,0.0,An ti chans',0.0,Edith Lefel
SOXZXXV12AAF3B3A67,TRAAFEB128F92F8694,0.0,I Will Love Again (JJ's Club Radio),nan,Taras
SOPIKEG12A58291636,TRAAFJW128F428A424,0.0,Stickin In My Eye,0.67123602698453533,NOFX
SOIRNBO12AC468D207,TRAAFKJ12903D02552,0.0,Ota kiinni,nan,Murskahumppa
SOSBDSF12AB0189007,TRAAFMS128F933AB23,0.0,Entre Caníbales,0.62616575966882815,Soda Stereo
SOIJXXM12A8C1416D6,TRAAFON128F42926FB,0.0,Rosemary Recalls,0.0,Bruce Rowland
SOHMMMC12AB0181C42,TRAAFRU128F9339158,0.0,Sudanese Dance,0.19923826200067829,Xcultures
SOVJXVJ12A8C13517D,TRAAFSM128F425A2C5,0.0,Where The Thunder Roars (Tales Of Wonder Album Version),0.26586104921065007,White Heart
SOFZCTA12AB0188D8F,TRAAFUJ128F933F42B,0.0,Wanna Be A Player,0.23773394162247466,Heavy D / McGruff
SOLRYQR12A670215BF,TRAAFYL128E07856A7,0.0,Panama (Remastered Album Version),0.82448212968243206,Van Halen
SOCHRXB12A8AE48069,TRAAGCZ128F93210FD,0.0,Let's Get It Started,0.62442549327076657,Black Eyed Peas
SOKBBXO12A6701DEA0,TRAAGEC128E079252C,0.0,Metal,0.63553664862266857,Nine Inch Nails
SOWHYUG12A58A77FAB,TRAAGGE128F9325E2C,0.0,She Fell Away (2009 Digital Remaster),nan,Nick Cave & The Bad Seeds
SOYSTDI12A6D4F6500,TRAAGHM128EF35CF8E,0.0,Next Time,0.19878534876524423,Nadine Renee
SOOOROX12A6D4F8400,TRAAGJV128F1464090,0.0,It's My Party,nan,Lesley Gore
SONSPZE12AB01819CE,TRAAGKF128F932D5A2,0.0,Complicate It,0.0,Smartbomb
SOHWGFU12AB017B036,TRAAGKQ128F92EAF39,0.0,Monde De Fou,0.24906579485370342,Suburbs
SOQQVQJ12AB0185192,TRAAGKS128F9314884,0.0,Opus a Satana (Part 2),nan,Emperor
SODRHHD12AB0189F2A,TRAAGMJ12903CAD7D4,0.0,This Melody (Live),nan,Julien Clerc
SOQGFVO12A8C13C8C3,TRAAGNL128F4299BF1,0.0,I'm Gone This Time,nan,Glen Campbell
SORABMD12A8C136672,TRAAGOH128F42593CE,0.0,You Feel Good All Over,0.38272328078919771,T.G. Sheppard
SOTUBVH12AB018D2EC,TRAAGPF12903CE027E,0.0,Indian Love Call,nan,Slim Whitman
SOMQAGT12A8C132DB4,TRAAGPH128F4273C8D,0.0,You Can Still Be Free,nan,Savage Garden
SOKLLOH12A67020F2C,TRAAGPJ128F428CD1B,0.0,I Never Came,0.72512128356731009,Queens Of The Stone Age
SONRLQH12AB017C232,TRAAGUA128F93236E8,0.0,Dixie,nan,Hank Penny & The Lincoln Penny Orchestra
SODDZAD12A6701DC4C,TRAAGVF128E0789785,0.0,Commercial Reign,0.66517224076219728,Inspiral Carpets
SORENXV12A6701F61F,TRAAGVM128E0784D95,0.0,Hourglass,0.55465476746561182,Borialis
SOYMMDY12AB01825B2,TRAAGXN128F92DE52C,0.0,Wake,0.30416950343527516,The Dirty Skirts
SOJWQIP12A6D4F710A,TRAAGZU128EF360F47,0.0,Caricia Y Herida,nan,Flor Silvestre
SOOVOKS12AB017EE57,TRAAHDH128F93094B6,0.0,Le tortillard,nan,Bézu
SORWHWY12A6702038E,TRAAHEG128E07861C3,0.0,WKYA (drop),0.57010593005838783,Redman
SOGYYLE12A8C13E5EA,TRAAHEH128F427FCEF,0.0,Teräslintu,nan,Solistiyhtye Suomi
SOITUXQ12AB0183AE9,TRAAHEQ128F93057B4,0.0,Now's The Time To Fall In Love,nan,Eddie Cantor
SOTWEZZ12A8C142B60,TRAAHER128F92E3FE9,0.0,Grim Prospects (Gross Prospects - Bad Trip Remix),nan,Schizoid
SOUVRGZ12A58A77F90,TRAAHJX128F9312B83,0.0,Mangos,0.0,Kai Winding
SOBLTSM12A6D4F9EEA,TRAAHKE128F421389B,0.0,A Distant Voice,0.27077599894632748,Sonny Simmons
SOUQVUD12A8C142DCE,TRAAHMO128F92DE7C9,0.0,Openbare Weg,nan,Mira
SOCRPDR12AB0185B75,TRAAHPZ12903CB4643,0.0,President Johnson,nan,Citizen Kaned
SOXVBVL12AF72A600C,TRAAHRF128F92FE234,0.0,Lead Me Lord,0.40511572169138649,The Brooklyn Tabernacle Choir
SOIQHDR12AB01896C8,TRAAHTH12903CCFFE1,0.0,Spontanous Combustion,0.24274187894946822,Ellen McIlwaine
SODLSHA12AAF3B29F2,TRAAHVY128F92E25D6,0.0,Choro,0.38679017713901431,Vince Guaraldi / Bola Sete
SOAGHMH12AB0180285,TRAAHXN128F9326097,0.0,Ma Louise,nan,Maurice Chevalier
SORAVUP12AB018556E,TRAAHYV128F932A425,0.0,I Want You (Forever),0.51125483510024283,Carl Cox Vs Yousef
SOFXNQP12AB0184F1A,TRAAHZP12903CA25F4,0.0,Hate,0.46048484498641545,Organized Konfusion
SOGQTRZ12A8C13C8B0,TRAAIAE128F42AC53D,0.0,I Can't Stop Loving You,0.48828987603734525,Martina McBride
SOBHVZQ12AC9618285,TRAAIAN12903CFF16D,0.0,Thank You Lord,nan,Horace Andy
SOYPBCY12AB0181EF3,TRAAIAX128F930531B,0.0,How Can You Call That Beautiful (Stewkey Vocal),nan,Nazz
SOWRLSY12AC4687694,TRAAIBB12903CECB35,0.0,Cheatin' In The Next Room,nan,Tyrone Davis
SOOGQWR12A8C142505,TRAAIDY128F92CA454,0.0,Candy Man,nan,Hot Tuna
SOJDYQY12AB0188C97,TRAAIFG12903CB0BCB,0.0,I See The Boys Of Summer,0.0,Richard Burton
SOBHQUF12AB018B03E,TRAAIGD12903CA2F3C,0.0,Three Is a Crowd,0.0,Rory Block
SOFRAZJ12A8C143CDB,TRAAIHL128F92E6DDA,0.0,On Bended Knee,0.34580223396532944,Boyz II Men
SONNDHT12A8C13F20B,TRAAIIE128F4288BB1,0.0,My Four Reasons,0.33355480727644932,Howard Armstrong
SOYZOXW12A8C13E195,TRAAIII128F427D5D8,0.0,Little Girl (LP Version),0.61736561757178177,Donny Hathaway
SOSGJTX12AB0181F7C,TRAAILM128F93480BB,0.0,Eternamente Amame,nan,Miguel Gallardo
SOBQBWP12AB018611B,TRAAINT128F933BBE0,0.0,Niev nietch nievitch,0.39439485610058261,Les Ogres De Barback
SODULLV12AB017FA09,TRAAIRG128F93265E8,0.0,Come Over,nan,DJ X-Change featuring DJ Joey A
SOYAGJM12A8C13DCCE,TRAAIXN128F428027A,0.0,Blue Taxi,nan,Morel
SORXUZZ12A8AE4798A,TRAAIXU128F4241E5C,0.0,I Want Love (Tween You & Me) (Album Version),0.37479683702140532,Tony Joe White
SOCHXAE12AF72A25D6,TRAAIYR12903CD290D,0.0,White Feather,nan,Wolfmother
SOCRHCQ12A58A7C8C6,TRAAJAC128F148B530,0.0,Christlike Roche,0.26586104921065007,The Roches
SOSEJIQ12AB017E7EB,TRAAJBU128F9326C02,0.0,You Rascal You,0.23379647424179947,Bob Margolin
SOMXWXQ12AC3DFA002,TRAAJBU12903CE2831,0.0,Sympathy,nan,Thomas Battenstein
SOGMXBW12A6D4FB8D7,TRAAJEK128F422F55A,0.0,They Say (Album),0.21508031850922793,Jupiter Rising
SOOPUTF12AB018DFAA,TRAAJEK12903CE351A,0.0,Simon's Folly,nan,Dharma Bums
SOFDTRZ12AB018DD11,TRAAJJA12903CC518A,0.0,Crawl Before You Ball (Album Version),nan,Saafir
SOOGNJP12A8C1381AD,TRAAJJG128F4284B27,0.0,Medicate Myself,0.46630483075728635,The Verve Pipe
SOFUBCP12A8C13D5EF,TRAAJJV128F42A2F99,0.0,Biding Her Time,0.48061061838775304,Bob Neuwirth
SOVZBDR12A6702012E,TRAAJMH128E0785407,0.0,More And More  (LP Version),0.26568337971023082,Marvin Sapp
SOPWKSS12AC468E659,TRAAJNM12903CF4750,0.0,Cowboy Ways,nan,James Hunter
SOCCQIQ12A8C13C76B,TRAAJSX128F4275A1D,0.0,Brasas Vivas,nan,Nelson Ned
SODBMZD12A8C134232,TRAAJVJ128F42570AD,0.0,Kolomeyke,nan,Mish Mash
SOBUWPY12A8C1446C0,TRAAJXQ128F92E65BF,0.0,In This Life,nan,Cama
SORWXUP12A58A79E65,TRAAJYX128F4255568,0.0,Groovin' In The Midnight,0.34580223396532944,Maxi Priest
SOJEVZW12A8C133988,TRAAKAS128F4246013,0.0,Waiting,0.82517354037808421,Porcupine Tree
SOOODKC12AB018462F,TRAAKAV128F931BE25,0.0,A'chek Ouyounik (2009 Digital Remaster),0.0,Ragheb Alama
SODOLVO12B0B80B2F4,TRAAKDF128F92FA302,0.0,Hell,nan,Foo Fighters
SOEHWGF12A6D4F8B2B,TRAAKDG128F42A0ECB,0.0,Hips Don't Lie (featuring Wyclef Jean),0.73738531022761855,Shakira Featuring Wyclef Jean
SOOZLTC12A6D4FBE91,TRAAKJJ128F4228346,0.0,Juoksuhauta-twist (Elämä juoksuhaudoissa),nan,The Avengers
SOOSYMY12AB01888CD,TRAAKNS12903CC5198,0.0,I Got Over It (Album Version),0.47212111953959446,Robben Ford
SOPBKEB12A6D4FD777,TRAAKQS128F4224DE1,0.0,One Less Bell To Answer,0.0,Brazilian Tropical Orchestra
SOEWQYW12AB0183FDE,TRAAKSB128F934D73A,0.0,Festa,0.39200877147130697,Gil Semedo
SOFBQIA12AB0182219,TRAAKTK128F9343DCC,0.0,Te Hacen Falta Vitaminas,nan,Soda Stereo
SOHDDHR12AB0183552,TRAAKVA128F934E69E,0.0,Sense And Trick,nan,Xmilk
SONWQQX12AC3DF6762,TRAAKVD12903CE8474,0.0,Fire (Oscar G Space Vocal Mix),nan,Dolce; Oscar G.
SOGXFIF12A58A78CC4,TRAAKVZ12903D074BB,0.0,Hanging On (Medium Key Performance Track Without Background Vocals),0.23642018223073641,Britt Nicole
SOIPNSZ12A8C144128,TRAAKXN128F92E71B1,0.0,Grim Prospects (Version 2 Remix),nan,Schizoid
SOEXSIN12A8C133B0A,TRAALCM128F4264370,0.0,Christmas In Jamaica,nan,Toni Braxton Featuring Shaggy
SOTSMNJ12AB018365E,TRAALDU128F930D56B,0.0,Gossippo Perpetuo,0.44440171452285138,Perrey And Kingsley
SOLGRUN12A8C140543,TRAALEO128F42A7AEA,0.0,2190 Dias Contigo,nan,Sven Tasnadi
SOQCHGV12AC4688FC6,TRAALHD12903D0BD6A,0.0,No Control,nan,Eddie
SOXCWTT12AC9075756,TRAALNG12903D014E9,0.0,The Vitalized Shell,0.54305286419928955,Enthroned
SOAFIPD12A8C13A261,TRAALRZ128F429024E,0.0,Mozart,0.6085000789194116,Suzanne Ciani
SOMJPML12A8C13D74E,TRAALSV128F4282B9B,0.0,Ciao Milan,nan,Milan Band
SOCVDYI12AC4687DDB,TRAALUX12903CFD50B,0.0,Lend Me Your Chopper,0.0,Johnny Osbourne
SOEVGMZ12A8C1421B5,TRAALZC128F92E11A6,0.0,Letter To Heaven,nan,Dolly Parton
SOCGURJ12AB0182AEE,TRAALZN128F932D457,0.0,Heaven is Where The Heart Is,nan,Rance Allen Group
SOHTWLT12A8C13CFE1,TRAAMES128F42AF068,0.0,Inside Job,0.65930466916440555,Pearl Jam
SOVQZYP12A8C144692,TRAAMFG128F92FDEA2,0.0,Take A Look  (LP Version),nan,Natalie Cole
SOHHANU12A58A77C66,TRAAMFT128F93128AD,0.0,The Czar: Usurper/Escape/Martyr/Spiral (Album Version),0.62661280269560082,Mastodon
SOTHWPG12AB018C90E,TRAAMGJ12903CD315C,0.0,Bulgarian Dream,0.27077599894632748,Kiril Valeri
SOOQHNV12AB0186CD4,TRAAMII128F933B583,0.0,Amalgama,nan,Word
SOSGXRU12AAF3B2B07,TRAAMJY128F92F5919,0.0,Born and Raised In Compton,nan,DJ Quik
SOFRUDU12A8C13A40C,TRAAMKI128F428537A,0.0,We're Gonna Go Fishin',0.4944895175021134,Hank Locklin
SONXLQQ12AB0184B54,TRAAMKL128F9347D8A,0.0,Robbers Kill Cop,0.30416950343527516,BT
SOKPHVH12AB0187460,TRAAMKP12903CC74F4,0.0,Relax,nan,2-4 Grooves feat. Reki D.
SOIUGDX12A6D4FDECA,TRAAMKW128F4249CF0,0.0,Sweet By And By,nan,The Jordanaires
SOAYYDM12AB01817E6,TRAAMPA128F92E7D0D,0.0,Orgofart,0.51944858149405881,Descendents
SORAJXA12A58A7A4C9,TRAAMSO128EF348DCC,0.0,Bitch Is Back,nan,L.A. Guns
SODJUNF12A8C13337F,TRAAMXP128F4264F6A,0.0,Naked Albino,0.0,Bare Jr.
SOVDDWO12A6D4F9A78,TRAAMYQ128F148B753,0.0,Johnny Loves Me (LP Version),0.0,Shelley Fabares
SOFGQAP12AB0185946,TRAAMZB12903CAB002,0.0,Dearly Beloved,0.0,Norrie Paramor
SORGLCR12AB0184B69,TRAAMZR128F9315DCC,0.0,The Look Of Love,0.0,Gary Hobbs
SOLBIIE12AB0184DFC,TRAANBH128F9345A6C,0.0,Cooler Than You,0.40565219615969267,Diesel Boy
SORHOEV12A81C20F71,TRAANKK128F42531BC,0.0,Taryns Deepest Fear,0.4454545254934259,Angelo Badalamenti
SOFPYXC12A58A7A4B9,TRAANLO128F422AE37,0.0,Summer Dying Fast,nan,Cradle Of Filth
SOFQGCQ12AB0183609,TRAANLZ128F934EC42,0.0,Still,nan,Jim Chappell
SOEBDBO12AC4688712,TRAANMF12903CEAFEF,0.0,Snapshot,nan,Ladybug
SONIQSB12AB0189829,TRAANRI12903CD0A9C,0.0,End Of The Road (Head Hornys Remix),nan,Bandido
SOYNEII12AB0181DB6,TRAANTD128F9323B23,0.0,7 Miles,nan,Brixx
SOKIGWD12A6701DE9D,TRAANTZ128E0792529,0.0,The Frail,nan,Nine Inch Nails
SOHXKAN12AC46872F1,TRAAODT12903D0D16E,0.0,Para Milladoiro,0.0,Susana Seivane
SOQZHMH12A8C13A393,TRAAOEH128F426A82F,0.0,Stone Cold Fingers (Bonus Track),nan,Leland Martin
SOLEYPL12A6D4F83CE,TRAAOIN128F9303790,0.0,Snowball,0.54305286419928955,Test Icicles
SOZFCNC12A6D4F76F3,TRAAOJI128F1458DCD,0.0,(We Don't Need This) Fascist Groove Thang,nan,Heaven 17
SOPUQFS12A8C13DE1E,TRAAOPW128F428AE31,0.0,Drunk Alone,nan,React
SOPNRDT12AB018A2D8,TRAAORY128F934984F,0.0,Charisma,nan,Sven Tasnadi
SOGTLVU12A8AE47D5D,TRAAOTD128F42322FC,0.0,Going Down Slow,0.35097950637142938,Mance Lipscomb
SOXNMDZ12A6D4FA20D,TRAAOTT128F14AE002,0.0,All Rise,nan,Scott Wesley Brown
SOGOJBW12AB018513B,TRAAOTT128F9342E04,0.0,Jogo Limpo,0.0,Flávio José
SONNOCP12A8C145220,TRAAOXM12903CFB3B0,0.0,Silent Hill,0.57085064207884451,Moss
SOUDHTP12AB0183403,TRAAOYG128F9314996,0.0,Our Love Is Here To Stay,0.0,Pery Ribeiro
SOWDEPU12A8C137B14,TRAAPCC128F42519A7,0.0,Everything Changes,0.23584620327944406,Soular
SOJBYGW12A8C13A497,TRAAPFQ128F42684DB,0.0,Master Of Disharmony,nan,Dimmu Borgir
SOQDTQP12A6D4F793F,TRAAPGF128F1458F8B,0.0,(This Is Not A) Love Song (Live),0.26396982017670101,Public Image Ltd
SOJHKYL12A6D4FA0AC,TRAAPIV128F1493132,0.0,What Are We Here For,0.44713579628617778,Gary Moore
SOJVWBA12AB018C326,TRAAPLS12903CB2D40,0.0,Une petite pause,0.0,Pascal Sangla
SONRSQW12A6D4F6D1C,TRAAPPQ128F14961F5,0.0,Wig,0.71404655277218643,The B-52's
SONTBYD12A58A77A29,TRAAPQQ128F427C750,0.0,Perasmena Mesanihta,nan,Dakis
SOMKMPB12A8C1447D0,TRAAPSQ12903CAE86A,0.0,God Save the Queen (Live),0.41373983586010971,Sex Pistols
SOSGQPS12A8AE48538,TRAAPVV128F425D64C,0.0,Forever,nan,Chris Brown
SOKENJQ12AB017EC8C,TRAAPWD128F931ACD4,0.0,Sun Is Shining,0.31956598688286503,Deekline & Wizard
SOBNTXB12A8C1428BA,TRAAPXK128F934DF25,0.0,New Age,nan,Daniela Dessì
SOIKIJC12AC3DFB3D2,TRAAQBF12903CF796B,0.0,Have Yourself A Merry Little Christmas,0.36037058271214062,Hem
SOFJNQR12A6D4FAE92,TRAAQCK128F92E8C33,0.0,U Killed It,0.56698844404040372,Lily Allen
SOGDFIT12AB018528B,TRAAQDJ128F92F95E0,0.0,Rain And Snow,nan,Pentangle
SOOIZTH12AB018C12E,TRAAQDL12903CA8FB5,0.0,Gerra De De,nan,DJ Dips
SOQPJUL12AB0189379,TRAAQEV12903CB5459,0.0,Kako mi je pitas sad,nan,Ana Bekuta
SOMBQEO12A8C135018,TRAAQFC128F425ED83,0.0,Voices On The Corner,0.25383473613223129,Jason Miles
SOCQWKZ12A8C13CE4C,TRAAQIH128F428BDEA,0.0,(Bloody Paw On The) Kill Floor,0.51940304573666984,Busdriver
SONETAN12A58A7ACEB,TRAAQLE128F424AE71,0.0,I Wish My Mother Was Here,0.43735176138727572,Byther Smith
SOKEXTF12A8C13AE7E,TRAAQLJ128F428E870,0.0,Inolvidable,0.6765489056009939,Bebo & Cigala
SOUJISW12CF4E09416,TRAAQOH128F4265CE6,0.0,Miracle,nan,Bizarre Inc
SOJKDKH12A58A761A2,TRAAQPS128F429161D,0.0,Witch Weed (Live),0.46054128135865785,Bongzilla
SOTWWBZ12AB01845E0,TRAAQUC128F9322A82,0.0,Not Buried Deep Enough,0.49529362129216348,The Gone Jackals
SOKZTUH12AB018B938,TRAAQUF12903CDF4A4,0.0,Give Me 40 Acres (To Turn This Rig Around),nan,The Willis Brothers
SOQDTZG12A8C1442E3,TRAAQWF128F92D1AAD,0.0,Ernesto Nazareth,nan,Laurindo Almeida / Carlos Barbosa-Lima / Charlie Byrd
SOIFOLA12AB017CDA1,TRAAQYN128F92ED77E,0.0,The Cube (Live),nan,S.U.P
SOKHVZO12AB0184C4D,TRAAQYU12903CE68CE,0.0,Get Back Down,0.0,Boogie Pimps
SOMISOP12AC468D9D5,TRAAQZF12903CEDCB8,0.0,Battle Of The Rosebud / Cries,nan,Brian Keane
SOOZKNQ12A6D4F6FD4,TRAAQZQ128EF35C51A,0.0,Beyond the Light,nan,Aberdeen
SOGOQGE12AB0182907,TRAARHS128F931689D,0.0,Spaceman,nan,The Killers
SOWTIDJ12AB018808C,TRAARRG12903CDB456,0.0,Pulecenella 'e mò,0.0,Gloriana
SONIHLC12AB0187B0C,TRAARSF12903CD1B12,0.0,Iskorosten' (instr.),nan,Butterfly Temple
SOLBHCO12AB018769A,TRAARUN128F932B1A0,0.0,Big Stax/High Volts (Album Version),0.0,Grant Geissman
SOVZVPT12AB018A59E,TRAASDM12903CD474E,0.0,It Goes On,0.0,20/20
SOZWDHS12AB0188A33,TRAASEO128F9337C48,0.0,Pecado De Amor,nan,José Augusto
SOFSKON12A8C13B3B5,TRAASFP128F42980BD,0.0,Illuminate,0.68852184411946271,Orbital
SOBOCAG12A6BD55D56,TRAASGM128EF34DBB0,0.0,Never Forget Me,0.55788038890706793,Bone Thugs-N-Harmony / Akon
SONCYFS12A8C14261E,TRAASIG128F92C3A6B,0.0,Ukkosenjumalan poika,nan,Moonsorrow
SOTNBNN12A6D4F6CC7,TRAASKO128F427CE1C,0.0,A B***** Is A B***** (Edited),0.0,N.W.A.
SOXZLDX12A58A7CE52,TRAASKQ128F4265E04,0.0,Kick Out The Jams,nan,Rage Against The Machine
SOEESQT12A8C13C7D5,TRAASOD128F428154C,0.0,Me And My Buddy,nan,Jazz Gillum
SOSKUNI12AB0187F12,TRAASQC128F93480F0,0.0,Amber Changing,0.69646943658431304,Rise Against
SOSLFMU12AB018FFEA,TRAASSO12903CDD2FF,0.0,Murder Academy,0.21508031850922793,Ultraviolence
SOOKISK12AB0180667,TRAASUZ128F9314950,0.0,Hey Daddy,nan,Korn
